Feature1,Feature2,...,FeatureN,Label
5,68,0,4,8,52
9,81,1,7,9,78
5,75,0,8,5,61
2,79,1,4,8,56
6,69,0,9,4,58
9,55,1,5,4,51
6,75,0,4,2,60
9,54,1,5,9,49
7,87,0,5,4,78
6,54,1,5,6,43
5,87,1,4,7,72
8,45,0,4,5,38
2,85,1,8,5,62
8,83,1,4,1,74
7,62,0,7,6,52
2,75,1,5,3,53
9,92,1,7,2,89
4,54,1,7,0,37
6,55,0,7,7,45
6,49,0,5,7,38
9,96,0,6,9,94
6,81,1,8,5,73
2,58,0,9,7,37
7,97,0,4,6,86
5,79,1,9,2,65
5,46,0,4,6,31
1,53,1,9,9,30
9,99,1,4,8,97
4,51,1,8,0,28
1,69,1,4,0,39
8,53,1,4,3,43
7,64,1,9,0,56
3,54,0,5,5,34
5,95,1,5,6,81
8,56,0,5,9,49
7,52,1,8,6,46
6,54,1,9,5,42
5,66,1,4,7,54
4,62,0,8,5,46
3,84,1,4,6,68
5,84,1,7,1,74
7,84,1,6,1,76
2,40,0,9,2,15
4,73,1,7,0,56
3,60,1,4,4,39
5,56,0,7,1,42
5,52,0,6,2,33
1,42,1,9,7,17
5,43,0,5,6,29
9,54,1,4,7,53
3,61,0,9,7,41
6,90,0,7,0,77
8,90,0,8,9,88
5,54,1,6,6,38
4,93,1,5,2,76
5,54,1,5,9,37
2,55,1,8,9,35
9,83,1,4,1,81
5,44,1,7,5,27
6,49,1,7,5,37
9,77,0,7,1,72
6,82,1,7,2,74
1,92,1,4,8,66
6,89,0,9,9,78
5,53,0,6,6,38
2,53,0,9,3,31
9,62,1,8,9,60
5,68,0,9,6,57
1,94,1,6,4,70
7,74,0,9,2,63
5,82,0,8,3,67
4,51,0,9,2,37
2,48,1,6,2,23
6,53,1,9,2,43
1,48,0,4,9,21
3,96,1,9,4,80
8,44,0,8,9,41
9,75,0,8,7,69
8,93,0,6,0,88
2,91,1,4,1,67
3,74,0,9,5,58
1,46,0,9,8,17
4,72,1,8,7,59
4,47,1,7,5,31
8,47,0,4,9,40
1,73,0,8,7,46
8,72,1,4,8,67
8,45,0,4,8,37
7,52,1,5,0,45
7,78,0,8,5,67
6,96,0,6,3,82
7,68,1,4,9,60
8,70,0,8,3,64
9,74,1,7,6,73
1,59,0,6,4,32
5,83,0,7,6,67
5,86,1,4,7,72
6,56,0,7,8,44
7,74,0,8,0,71
5,84,0,8,0,70
2,87,0,9,5,67
5,73,1,9,3,60
8,47,0,8,8,42
6,93,1,5,9,82
4,84,1,6,4,67
5,93,1,8,6,80
8,60,0,5,2,49
7,75,0,6,7,67
6,67,0,6,2,54
6,41,1,9,1,31
5,87,1,6,3,71
3,67,0,9,8,46
8,90,0,9,5,84
7,47,1,9,9,40
4,87,1,5,9,75
2,74,1,6,2,50
5,92,0,9,1,78
7,46,0,7,4,36
7,93,1,5,7,83
7,43,1,4,3,31
7,62,0,8,5,57
7,86,1,5,5,76
2,78,0,8,4,57
6,74,1,8,6,61
8,75,0,8,0,69
8,93,1,9,6,90
2,81,1,4,9,58
9,96,1,9,6,95
2,62,0,6,1,37
7,56,0,6,0,48
4,63,1,7,6,48
1,95,0,8,8,69
2,55,1,6,5,34
1,78,0,8,5,54
8,84,0,9,2,81
7,69,0,7,6,61
9,91,0,5,1,85
5,60,0,8,4,47
5,42,1,6,3,27
5,94,1,4,0,78
6,83,1,4,6,69
3,56,1,6,4,36
2,95,0,4,6,71
6,75,1,4,1,63
9,73,0,7,0,71
5,52,1,5,2,36
9,57,0,6,3,53
7,50,1,6,5,42
8,95,1,8,9,90
4,67,0,9,3,53
9,63,1,8,3,57
5,74,0,5,7,57
5,73,0,4,3,57
9,47,1,8,2,45
3,56,1,4,4,35
6,71,1,5,5,60
2,59,0,5,6,36
5,51,1,7,6,37
1,91,0,5,1,62
2,85,0,6,3,63
6,45,1,5,3,36
7,53,1,5,5,45
8,90,1,7,2,84
8,61,0,8,9,56
1,85,1,6,9,62
9,69,1,4,9,65
3,80,0,5,7,59
4,50,0,5,7,37
2,77,0,9,3,58
1,68,0,8,1,39
1,92,1,6,7,67
9,82,0,5,3,78
3,63,0,4,6,42
9,57,1,5,4,54
3,69,0,4,2,51
7,49,0,9,0,40
9,80,1,5,7,76
2,65,0,9,0,42
3,72,1,5,2,52
3,65,0,7,8,47
9,61,1,4,7,57
4,88,0,6,0,71
7,42,1,8,9,33
6,89,0,4,0,74
9,87,0,7,3,88
6,51,1,7,3,37
4,44,1,9,0,23
4,50,1,6,6,37
6,58,1,9,2,47
2,69,1,8,6,48
4,49,0,4,8,31
8,66,0,6,8,56
3,76,0,7,0,52
4,99,1,6,1,82
1,53,0,5,9,28
5,86,1,7,9,73
2,47,0,9,5,29
1,95,1,5,8,74
1,89,1,6,5,62
7,60,0,8,8,57
7,93,0,8,4,85
5,79,0,4,9,66
7,60,1,5,6,51
3,48,1,9,7,33
9,53,0,7,9,52
2,65,1,8,1,43
5,73,0,7,8,61
9,62,0,9,8,57
6,96,0,6,6,85
1,54,1,8,8,31
7,43,1,5,1,32
9,79,1,8,6,82
4,72,1,8,0,56
9,49,0,6,2,47
5,88,0,7,3,77
9,54,1,6,7,51
5,85,0,9,7,73
5,67,1,7,6,51
4,59,1,4,7,38
5,61,0,6,7,48
3,81,1,9,3,59
6,58,1,4,8,45
4,93,0,6,5,76
4,96,1,4,0,76
1,80,0,5,4,58
7,67,0,5,5,60
4,41,0,6,5,24
5,88,0,5,8,76
7,55,1,9,1,44
4,65,1,7,3,47
9,65,1,9,9,68
2,68,1,5,3,44
4,74,1,6,1,56
1,86,1,6,1,63
4,76,0,7,2,58
9,85,1,9,6,87
6,49,1,8,4,37
1,79,0,4,5,52
1,69,0,8,6,44
8,63,1,9,5,61
4,50,1,7,3,31
5,75,1,5,3,60
5,72,1,7,1,58
7,79,0,9,0,73
2,77,1,6,7,56
5,64,0,5,4,49
9,79,1,7,8,79
8,81,0,4,1,74
2,80,1,7,2,60
1,89,1,7,2,64
6,92,0,4,2,80
2,81,0,6,1,59
5,69,1,7,8,57
3,66,1,4,4,43
1,48,0,8,2,20
9,42,0,5,4,38
5,50,0,9,7,35
4,52,0,8,2,33
1,49,1,7,3,24
6,93,1,9,5,84
6,58,1,9,4,49
2,65,1,4,0,44
8,71,0,9,4,68
6,94,0,5,0,83
9,77,1,9,1,74
3,89,1,8,8,65
2,63,1,9,4,41
6,42,0,6,8,33
8,94,0,9,4,91
1,97,1,4,1,70
5,98,0,9,5,87
7,60,1,5,5,51
6,74,1,4,2,63
9,62,0,7,3,59
3,69,1,4,1,49
1,81,0,7,0,59
8,53,1,6,4,48
8,86,1,6,0,79
7,78,1,7,0,69
3,83,0,8,4,65
3,57,0,5,4,38
7,58,1,6,4,49
2,66,0,9,5,45
7,54,1,7,7,45
6,53,1,6,9,40
3,44,0,6,2,23
2,41,0,9,1,20
5,84,1,8,3,73
2,62,0,4,8,40
1,71,0,9,8,44
3,96,0,9,2,79
8,80,0,8,2,76
7,96,0,5,3,84
2,87,1,6,5,61
2,46,0,4,0,18
1,79,1,7,7,56
8,70,1,6,3,66
6,66,0,6,9,56
7,42,0,7,9,36
5,85,0,6,5,73
7,42,0,4,6,33
7,82,1,6,9,75
3,46,0,8,7,26
4,81,1,7,0,65
9,41,1,6,8,40
1,59,0,8,5,36
9,89,1,4,4,86
8,91,0,6,9,89
8,58,0,9,6,54
3,89,1,4,1,68
5,44,0,8,0,27
6,66,1,7,3,54
1,64,0,4,7,38
2,66,1,6,3,41
6,75,0,6,9,67
2,47,1,7,1,25
9,90,0,8,9,92
3,55,1,8,5,34
9,84,1,8,8,86
9,66,0,9,5,65
2,49,0,6,4,24
9,44,0,9,9,44
9,72,1,6,8,73
9,75,1,7,9,78
7,41,0,5,1,33
5,52,0,8,1,31
9,45,1,7,4,43
5,56,1,4,2,44
5,53,0,4,4,36
5,52,1,8,5,36
2,59,0,8,3,38
2,95,1,9,6,74
2,42,1,9,4,19
6,48,1,5,0,38
8,74,0,9,6,68
5,74,1,5,0,57
4,91,0,9,5,80
8,53,0,5,1,49
2,69,1,6,7,46
6,96,1,4,7,85
4,84,0,5,3,65
3,76,1,5,9,56
5,67,0,9,9,54
8,82,0,8,3,79
1,45,1,6,9,19
5,92,1,6,5,78
8,73,1,8,8,67
6,70,0,9,1,58
6,60,1,4,3,49
4,41,1,8,7,23
5,53,1,9,2,40
2,78,0,7,4,54
3,69,0,4,7,45
8,86,0,4,8,81
4,96,0,7,2,77
8,96,1,4,1,85
4,64,1,9,4,45
8,83,0,4,1,73
8,54,0,8,4,46
9,62,1,5,3,60
4,90,0,7,3,75
8,78,0,7,0,70
5,85,0,4,8,70
8,73,0,4,5,62
7,52,0,6,5,41
5,86,1,8,2,71
9,98,0,5,9,93
7,51,0,8,5,44
1,67,1,7,1,41
8,96,0,9,6,95
7,58,1,6,2,51
9,68,0,6,0,63
3,88,0,6,0,66
1,43,1,9,2,18
4,92,0,8,8,77
8,48,0,9,6,40
6,46,0,5,3,34
7,99,0,7,3,93
5,52,0,4,9,36
6,65,0,8,1,49
2,89,0,4,4,64
4,88,1,5,0,71
1,62,0,5,2,34
3,49,0,8,7,29
2,70,0,7,3,45
9,95,0,6,0,90
9,54,1,5,3,47
8,98,0,4,9,94
2,59,1,6,5,40
7,92,0,6,4,83
3,65,0,9,6,46
7,90,1,4,1,76
2,76,0,6,1,53
1,83,0,7,5,59
3,88,1,7,7,69
3,82,1,4,8,65
9,87,1,6,1,85
4,74,0,7,3,53
2,44,0,8,7,20
5,97,1,8,5,85
2,52,1,4,5,27
1,49,1,8,3,24
6,89,0,8,4,79
8,51,0,8,4,47
7,90,1,8,2,81
7,89,0,6,7,79
7,70,1,4,1,58
6,51,1,4,7,39
5,60,1,4,2,44
9,82,1,6,8,81
1,44,1,9,7,16
5,63,0,9,7,51
6,57,0,4,7,48
9,88,1,9,9,87
7,99,1,6,7,96
9,57,1,5,7,55
4,76,1,6,8,60
8,64,0,5,0,56
6,86,1,4,8,75
9,52,0,7,4,49
2,98,0,9,6,78
8,87,1,4,9,85
2,60,1,6,5,38
4,48,1,9,2,35
5,52,0,8,5,39
4,77,0,4,9,59
3,46,1,4,9,24
9,72,1,8,0,69
1,87,1,7,8,66
1,72,0,7,0,47
5,42,1,6,6,27
7,43,0,5,3,32
5,58,0,7,4,42
7,90,0,9,8,82
4,40,1,4,0,23
9,71,1,8,9,70
3,90,0,6,7,73
3,85,0,6,0,60
7,43,1,8,0,38
3,71,0,4,0,48
4,54,0,4,8,37
3,81,0,4,7,59
2,97,0,7,0,76
3,65,1,4,0,44
1,97,1,4,5,71
3,86,0,6,4,63
1,87,1,8,7,64
4,64,1,8,4,47
9,43,1,8,8,41
5,69,0,6,0,57
7,42,0,6,3,28
1,62,1,8,9,43
4,98,1,5,2,79
3,71,0,6,5,51
9,57,1,7,2,54
6,58,0,4,3,48
8,98,0,6,7,94
3,48,1,5,1,27
2,59,1,9,8,37
6,66,1,6,8,58
9,72,0,7,2,67
3,77,1,6,1,55
9,88,0,9,6,84
7,45,0,8,3,36
5,77,1,5,6,61
3,79,0,6,9,56
2,81,0,6,1,59
8,78,1,6,1,74
2,54,0,5,7,30
9,41,1,8,6,38
4,97,0,8,4,84
7,69,0,7,0,60
2,43,1,7,8,21
9,69,0,9,7,66
9,66,0,6,9,63
1,87,0,7,5,62
9,75,0,8,4,73
8,77,0,6,7,70
4,77,0,7,7,59
2,98,1,4,2,75
3,65,1,8,7,47
7,64,0,4,3,46
5,70,1,6,5,54
2,60,1,9,4,35
8,65,0,7,3,56
7,54,0,5,6,45
5,43,0,8,2,31
6,83,0,7,4,73
8,56,1,4,9,46
2,40,1,4,8,16
1,55,1,5,3,30
6,89,0,8,0,77
6,43,0,8,9,30
3,97,1,9,0,79
4,81,1,8,4,66
9,90,0,8,2,89
9,88,1,8,5,87
9,95,1,5,0,93
2,44,1,4,0,20
3,49,0,4,4,28
4,93,1,7,5,77
3,71,0,4,5,52
8,73,1,8,4,67
3,48,1,7,7,27
9,89,1,5,3,85
6,82,0,8,6,72
3,74,1,5,1,54
4,94,1,4,3,75
1,96,0,4,9,68
7,94,0,7,6,85
9,47,1,7,1,44
6,62,1,5,0,46
5,55,1,8,3,42
6,60,1,6,2,50
4,83,1,6,3,66
3,98,1,5,2,80
5,85,0,4,5,73
8,83,1,8,5,80
8,75,1,6,1,71
3,98,1,8,3,77
7,99,0,6,6,89
4,78,1,7,8,59
7,55,1,8,1,50
6,89,1,8,9,78
8,47,0,7,7,38
9,41,1,5,5,38
6,48,1,8,1,38
5,79,0,7,8,68
9,50,0,9,9,47
6,93,0,7,2,80
2,49,0,4,8,24
9,92,0,7,6,89
4,40,0,9,9,25
2,74,0,6,2,53
6,73,0,7,4,63
5,61,1,7,3,48
9,79,0,9,2,77
8,50,0,9,2,43
8,75,1,8,3,72
1,62,0,5,6,36
7,92,1,4,0,81
3,69,0,9,5,54
1,91,1,5,6,63
2,94,0,9,5,74
1,66,1,7,1,43
1,92,1,4,9,66
3,62,1,9,0,43
4,46,1,7,1,28
4,73,1,4,8,59
6,46,1,5,5,34
8,46,0,9,2,42
1,56,0,8,2,28
1,52,1,6,3,27
2,57,0,6,1,36
7,84,1,5,0,73
1,86,1,7,3,61
3,65,0,8,0,41
4,50,1,6,9,34
8,78,1,9,5,75
4,66,0,6,7,51
3,80,0,6,6,62
1,56,0,4,1,29
6,82,0,4,6,63
5,98,0,8,5,86
1,77,1,6,9,51
5,98,1,7,9,83
5,40,1,7,8,26
4,96,1,7,7,78
8,75,1,5,2,67
3,90,1,8,2,74
5,87,1,4,3,73
3,74,1,8,7,53
5,68,1,9,4,56
4,99,0,6,4,80
1,93,0,6,2,65
3,43,0,8,0,23
7,44,0,4,8,33
7,70,1,9,3,63
1,85,1,9,1,62
1,87,1,8,6,62
5,66,1,6,1,53
9,76,0,9,2,75
4,48,1,8,6,33
2,70,1,7,3,48
5,62,0,7,4,45
5,79,1,4,4,64
2,99,0,6,1,73
6,52,0,9,2,40
7,60,0,7,8,52
2,66,0,6,6,44
5,53,0,8,2,39
4,40,1,7,9,24
1,45,1,6,5,18
8,44,1,5,6,39
9,43,1,8,3,42
6,54,0,8,1,42
6,45,1,4,5,29
1,85,1,8,5,62
9,86,1,8,3,87
3,40,0,8,8,18
9,81,1,8,8,80
3,79,0,9,3,60
6,40,1,4,4,23
5,92,0,8,6,83
5,59,1,8,6,48
7,53,0,5,9,45
1,46,0,5,5,21
4,96,0,7,3,80
2,47,1,6,3,30
3,46,0,5,4,21
9,60,0,4,6,54
5,51,1,5,1,39
8,94,0,6,9,89
4,83,0,6,9,66
2,96,1,8,1,72
5,76,0,4,8,61
6,59,0,5,9,46
5,43,0,4,8,30
6,60,1,7,4,50
5,84,0,6,9,69
6,60,0,5,2,46
6,62,1,8,0,54
1,44,0,8,8,21
1,96,1,6,6,67
3,56,0,7,6,36
2,71,0,7,0,49
5,79,0,8,5,65
6,70,0,6,6,58
5,92,1,8,0,79
6,81,0,7,3,70
4,61,1,6,5,46
9,78,0,9,1,76
9,93,0,8,6,93
2,93,0,6,4,71
4,80,0,5,3,68
5,42,1,7,3,32
1,66,1,9,3,41
5,92,1,8,7,78
7,85,0,5,2,75
5,79,1,6,1,64
6,71,1,5,5,60
7,67,1,9,7,63
9,68,0,8,2,70
1,66,1,6,3,38
6,44,1,4,0,29
2,61,0,5,6,34
1,82,1,7,3,57
6,46,0,4,0,33
9,97,1,6,2,93
8,61,0,6,0,53
9,95,1,5,2,94
2,67,1,9,3,43
2,86,0,7,4,62
7,99,1,4,3,94
6,66,0,9,0,56
2,61,1,5,3,38
7,90,0,8,8,84
4,66,0,4,0,48
2,78,1,8,0,58
6,85,0,5,1,71
8,59,1,4,7,54
9,60,0,5,4,59
8,84,0,8,1,81
4,68,0,8,8,52
4,73,0,8,6,56
2,98,1,9,3,79
1,87,0,6,6,58
5,43,1,7,0,27
5,42,1,8,8,31
2,88,0,8,6,64
8,79,1,7,4,76
8,56,0,7,8,49
1,75,1,9,5,50
1,82,0,7,6,55
3,41,0,7,7,23
6,56,0,9,5,44
6,73,1,4,2,60
3,60,1,8,1,40
4,58,0,7,6,43
6,42,1,8,2,28
9,51,0,9,3,50
8,92,0,7,2,83
3,64,1,4,7,43
4,95,1,8,3,82
9,67,1,6,7,64
6,89,0,5,6,75
4,79,0,4,4,60
9,80,0,7,3,81
3,54,1,7,6,34
4,81,0,6,4,61
4,71,0,7,3,52
4,87,1,9,2,72
4,60,1,5,5,41
3,97,1,7,1,74
7,70,0,4,8,61
7,83,1,7,1,74
4,45,1,7,0,28
4,44,1,6,9,29
9,78,1,7,7,76
8,74,1,7,0,69
5,97,0,5,2,82
9,57,0,4,1,53
8,92,0,5,0,83
2,88,0,8,6,65
6,94,1,6,6,83
3,91,1,6,7,73
4,59,0,8,3,42
7,78,0,4,9,74
8,57,1,7,6,54
8,47,0,7,1,36
5,64,1,6,2,49
3,91,0,5,6,72
5,47,0,9,4,36
4,88,0,4,8,70
6,98,1,5,4,87
1,88,1,8,4,64
3,91,1,9,8,72
8,95,1,4,6,88
6,94,0,4,9,81
8,63,0,6,6,55
6,47,1,8,4,37
2,44,0,6,3,17
2,81,0,4,7,56
6,86,1,5,1,73
6,91,1,4,1,78
7,86,0,6,4,76
8,92,1,7,2,89
1,49,0,5,6,25
9,93,1,8,6,90
2,66,0,4,3,42
5,80,0,5,3,63
9,96,1,5,8,96
2,68,1,7,4,46
3,58,1,5,0,34
9,98,1,9,8,99
2,95,0,4,2,72
7,72,0,6,6,63
3,70,1,8,3,48
5,86,1,8,5,73
2,85,0,6,6,62
9,62,1,5,6,59
9,52,0,5,9,48
3,76,1,4,0,54
4,67,0,5,6,48
5,48,0,8,0,36
9,69,1,8,4,64
5,84,0,4,7,69
1,95,1,8,1,68
7,97,1,4,9,90
2,62,0,5,0,42
3,80,0,7,7,59
6,51,1,9,3,44
4,48,1,7,8,29
2,50,1,6,7,26
3,80,1,9,1,58
2,56,1,5,3,31
1,87,0,6,1,63
9,40,1,5,3,37
6,97,0,7,5,90
7,65,0,4,1,53
2,98,0,9,8,79
9,61,1,9,5,57
9,73,1,4,6,70
8,58,1,8,2,51
8,86,0,6,9,79
6,91,1,5,8,82
1,84,0,6,8,56
5,74,0,8,4,62
1,74,1,7,4,50
9,58,1,4,2,54
6,63,1,5,1,48
4,44,0,6,1,26
1,78,0,8,0,54
1,67,0,9,3,41
5,65,1,6,6,54
1,66,0,8,2,40
5,60,0,8,0,46
6,97,0,9,3,89
8,92,1,4,5,84
7,49,0,7,8,37
1,94,1,9,3,68
4,84,1,4,5,71
8,60,0,4,7,54
6,55,0,7,1,41
7,52,0,8,5,44
4,69,1,6,6,54
6,58,1,7,0,45
5,44,1,9,1,31
9,79,0,4,5,73
4,65,1,7,7,49
7,42,0,8,2,34
6,59,0,4,6,47
3,52,1,8,6,35
4,79,1,6,9,65
4,93,0,7,3,80
2,46,0,9,2,24
4,94,1,9,8,77
2,50,1,9,5,26
2,77,0,7,9,52
7,92,0,8,1,85
4,76,0,4,1,57
6,95,1,8,4,84
3,46,0,4,9,28
5,65,1,6,9,51
2,40,0,8,2,18
1,87,1,7,5,64
9,75,1,6,9,74
4,64,0,9,1,47
5,83,0,4,3,68
7,48,1,9,8,41
1,47,1,8,8,23
5,42,1,5,5,27
6,88,1,4,1,72
3,51,0,5,4,31
2,85,1,4,7,64
8,91,1,8,1,87
7,55,0,4,7,47
6,90,1,6,8,83
6,79,1,4,2,68
7,87,1,8,2,79
2,54,1,9,5,33
7,40,1,7,9,29
7,97,0,8,4,90
5,58,1,8,8,46
3,54,0,4,6,34
3,79,1,9,5,61
1,57,0,9,2,29
3,83,1,6,3,63
4,62,0,8,6,44
6,43,1,9,3,30
2,71,1,4,2,48
2,55,0,4,7,32
9,56,0,4,4,50
3,40,0,6,1,18
5,61,1,7,4,49
7,78,0,8,5,70
2,75,0,9,8,52
6,83,1,4,7,69
9,62,1,8,4,62
1,41,1,6,7,16
5,70,1,8,2,55
8,88,0,4,7,82
7,82,0,6,0,71
2,70,0,5,1,46
6,49,0,6,2,36
3,70,1,4,2,52
9,61,0,9,2,59
5,97,0,8,2,83
2,42,0,5,9,20
4,49,1,6,9,35
2,41,1,8,3,15
2,89,0,9,4,67
7,54,0,9,4,46
4,53,0,8,3,37
7,75,0,8,3,70
2,98,1,8,5,78
6,48,0,7,4,38
1,62,1,9,5,38
9,48,0,5,3,45
3,52,0,7,4,34
8,41,1,5,5,33
5,70,0,4,4,57
2,77,0,7,5,53
5,74,0,4,4,57
8,61,0,9,4,59
7,48,0,4,1,41
1,95,1,8,1,67
1,79,1,4,3,53
4,89,1,7,8,77
3,40,0,8,2,20
5,40,0,4,9,25
4,73,1,7,6,57
4,95,0,9,0,80
6,55,1,8,6,46
9,59,0,5,3,53
5,52,1,8,0,35
3,45,0,7,3,21
3,78,1,8,9,60
7,97,0,9,5,90
7,54,1,7,1,50
2,97,0,5,8,76
1,48,0,4,0,21
2,61,1,7,7,39
2,72,0,4,1,50
5,42,0,7,7,26
6,53,0,6,8,44
9,83,0,8,9,81
7,91,1,9,1,87
2,90,0,6,0,66
1,90,0,4,6,63
5,82,0,5,2,66
6,71,1,9,3,64
6,46,1,4,5,31
6,97,1,8,1,86
1,66,1,5,3,41
1,56,0,8,2,30
2,54,0,5,9,30
4,86,0,6,9,71
9,91,1,8,6,89
3,85,1,7,8,66
3,91,1,8,9,72
4,59,1,9,5,42
4,84,0,9,1,67
3,86,1,5,3,64
6,90,0,8,4,78
3,40,0,7,6,21
3,93,1,7,1,73
3,52,1,4,9,33
8,82,1,6,5,76
3,95,0,9,0,76
7,52,1,7,5,46
8,48,0,6,0,39
2,52,1,7,3,28
1,86,0,7,4,60
3,54,1,5,0,35
5,89,1,6,7,77
4,99,0,4,9,83
7,83,1,6,2,74
5,83,0,8,2,68
6,72,1,5,1,62
3,80,0,8,8,59
6,69,0,4,5,57
4,41,1,7,3,25
3,48,0,5,0,24
8,82,0,5,8,75
1,73,1,9,9,52
5,54,1,6,2,39
2,58,0,5,6,36
5,74,0,6,0,58
2,55,1,4,1,32
7,53,0,8,8,47
2,86,0,5,2,65
4,42,1,9,2,25
6,73,1,8,5,63
3,86,1,7,8,71
7,82,1,8,4,70
4,85,0,9,1,68
2,89,0,8,0,67
1,61,1,6,6,37
1,88,1,6,1,63
5,46,0,6,3,29
5,63,0,6,0,49
5,40,0,6,5,28
7,69,0,5,3,57
8,90,1,7,3,85
3,59,1,4,5,40
9,55,1,5,7,50
5,40,1,8,5,28
2,42,0,4,7,18
4,82,0,8,2,69
7,54,0,5,6,44
9,40,1,4,7,35
3,49,0,8,2,28
5,83,0,4,6,69
6,45,0,7,9,34
8,65,0,8,7,61
4,73,0,7,4,53
5,90,0,8,2,75
4,44,1,5,0,19
5,71,1,8,3,55
6,97,0,8,7,92
4,67,0,6,8,47
9,62,1,7,5,56
9,89,0,7,9,82
9,91,0,7,1,91
8,81,1,5,7,76
9,49,0,9,3,45
1,65,0,4,0,34
7,96,1,6,3,86
8,88,0,5,8,85
3,93,1,4,1,72
4,96,0,5,5,72
7,72,1,4,1,65
8,49,1,5,6,45
8,95,1,6,3,88
5,70,0,8,0,56
6,54,0,7,3,43
9,70,0,9,3,70
4,62,0,6,7,43
1,62,0,8,1,36
2,96,0,9,3,73
7,44,1,4,8,34
8,76,1,6,5,72
9,46,0,4,4,40
8,80,1,4,5,71
4,86,0,6,8,69
3,54,1,4,4,32
2,57,1,4,5,34
2,48,0,7,3,25
1,40,0,7,4,14
2,79,0,8,3,59
4,59,1,8,2,47
3,82,1,7,8,64
6,59,1,8,5,49
6,55,1,7,2,46
2,80,0,9,2,59
8,51,1,4,9,44
5,98,1,8,7,87
6,68,0,6,5,56
9,47,0,8,9,47
2,74,0,5,0,51
9,41,1,6,0,38
4,42,0,6,0,27
7,50,1,7,4,45
9,51,0,8,3,48
7,90,1,7,5,79
2,46,0,9,5,23
2,65,0,6,1,43
4,54,0,4,9,38
2,61,1,8,2,40
3,84,1,5,4,65
2,91,1,8,5,68
6,75,0,7,7,61
1,93,0,7,7,66
6,42,1,6,6,32
9,72,0,7,6,73
5,86,1,5,1,71
5,98,1,8,4,84
7,79,0,8,8,70
8,89,0,8,1,87
2,42,0,6,1,19
7,41,1,5,6,32
1,57,1,7,8,31
6,77,1,9,9,69
1,86,1,5,9,64
3,72,0,4,3,53
1,67,0,6,9,45
8,52,1,6,9,47
8,82,0,5,1,77
4,49,1,8,9,33
8,75,1,5,4,73
7,95,0,9,6,83
5,99,0,9,0,87
1,94,1,9,9,74
6,74,0,5,4,64
7,60,1,9,4,55
7,87,1,7,9,81
7,46,1,8,8,38
3,49,0,9,5,32
5,70,1,4,6,55
1,79,0,4,1,52
5,43,1,6,4,31
5,91,0,4,4,74
3,97,1,5,1,77
1,55,0,7,9,30
6,81,1,4,5,71
6,86,0,7,0,76
7,79,1,5,9,71
5,40,0,6,8,24
4,82,1,6,4,65
3,66,0,6,2,50
6,98,1,9,1,89
6,61,1,9,8,52
5,92,0,7,2,77
2,66,1,5,0,43
8,56,1,6,1,46
4,85,0,4,2,67
9,58,1,7,2,54
8,70,1,9,1,64
4,60,1,7,8,45
1,62,1,5,4,37
2,65,1,5,4,39
2,95,0,7,7,71
2,60,0,8,5,38
5,48,0,6,4,33
6,93,1,8,2,81
4,59,0,8,4,41
7,47,0,6,6,42
9,57,0,8,6,54
8,60,1,6,4,55
6,80,0,8,4,71
8,59,0,5,3,54
1,82,1,9,6,56
1,94,1,4,7,70
3,82,1,5,9,63
4,71,1,6,5,56
8,56,0,6,7,49
9,77,1,9,6,77
5,99,1,9,3,89
9,64,0,5,3,61
6,83,1,4,7,71
7,73,0,7,5,65
8,87,0,7,6,82
3,83,1,4,1,63
4,80,0,7,8,64
2,93,1,4,2,66
6,64,0,7,9,54
7,54,1,8,6,47
4,46,0,8,4,28
8,82,0,8,8,79
7,70,0,8,9,62
8,76,0,8,8,70
8,49,1,5,7,44
2,40,1,5,9,17
2,65,1,6,2,40
9,48,1,6,2,49
3,62,0,7,0,40
5,56,0,9,6,42
6,65,1,5,1,51
7,81,0,6,0,70
8,70,1,8,1,64
4,89,0,4,3,71
1,70,0,9,6,45
6,56,0,8,4,47
4,76,0,6,3,57
2,64,0,9,0,43
1,69,0,7,1,43
8,54,0,4,2,48
9,92,1,8,0,92
4,70,1,9,1,54
3,58,0,5,6,37
9,93,0,4,3,92
1,85,0,7,8,60
6,42,0,4,6,30
7,85,1,9,7,80
6,56,0,5,9,41
7,81,1,8,7,74
2,88,1,6,9,65
7,45,1,7,2,34
3,63,1,9,8,46
6,40,1,6,2,29
1,80,0,6,2,51
7,40,0,9,3,30
6,71,0,5,2,57
8,77,1,5,2,70
4,62,0,7,4,44
7,69,0,6,1,57
4,92,0,4,8,74
9,49,0,8,2,47
1,64,0,8,7,42
9,52,1,5,4,46
5,56,1,9,8,43
2,81,1,9,2,57
4,44,1,8,9,30
1,54,1,4,8,30
4,94,0,4,3,77
5,46,1,7,2,32
5,47,0,8,8,35
7,76,1,6,8,67
8,70,0,9,3,66
9,87,1,8,0,86
2,86,1,7,7,66
3,80,0,4,1,60
7,53,0,4,6,41
1,74,0,5,2,46
6,87,0,8,5,77
9,65,1,4,8,62
9,57,0,7,9,56
2,84,0,8,0,62
4,61,0,9,3,44
3,73,1,9,6,52
8,93,1,9,8,91
2,57,0,7,8,36
9,47,0,5,2,41
3,52,1,4,7,32
8,86,1,7,4,82
6,54,0,5,8,39
2,71,0,4,8,46
5,63,0,8,6,52
5,40,0,5,9,28
1,90,1,7,1,64
3,67,0,7,9,48
2,80,1,4,4,57
5,50,0,7,3,38
